"Register PAYONE extension","Registrieren Sie PAYONE Extension"
"Payone extension is currently disable. Please register this extension to make it active.","Payone Extension ist momentan deaktiviert. Bitte registrieren Sie diese Extension, um sie zu aktivieren."
